ID,GENDER,NAME,EMS,DOB,REG,SIRE,DAM
21502,M,Coontastic Tangerine Dream,MCO d 09 22,...,GCCF CS 739597,21496,21497
21503,M,Coontastic The Don of Fair Dinkum,MCO n 22,06-04-2002,SACR 20204188,21504,2472
21504,M,Coontastic's Bogart,MCO n 22,15-03-1998,CFA 1744-1200007 V0800,2470,16803
21505,F,Coontopia's Bluestrom of Coonbitzky,MCO a 22,09-02-1999,TICA SBT 020999 024,21506,18918
21506,M,Coontopia's Smoky Rascal,MCO a 23,12-03-1997,TICA SBT 031297 066,,
21507,F,Coontosh Celestina of Coonriggers,MCO fs 03,...,CFA 1723-1066619,,
21508,M,Coonunnski Agent Orange,MCO d 09 23,25-03-2001,CFA 9740-1376197,21509,150144
21509,M,Coonunnski Eskimo Jo of Coonunnski,MCO w,04-10-1997,CFA 1702-1177548,1648,181096
21510,F,Coonwyck Jetta of Kelim Coons,MCO f 09 22,...,CFF MC1609F1-114984,132993,185970
21511,M,Coonyham American Hero,MCO n 09 22,...,CFA 1778-1275304,21534,21549
21512,F,Coonyham Besame Mucho of Tipsntufts,MCO n 09 22,...,CFA 1779-1131576,,
21513,M,Coonyham Buster Brown,MCO n 09 22,22-12-1994,TICA SBT 122294 001,21541,21325
21514,M,Coonyham Butch Cassidy of Beau,MCO n 09 22,16-02-1994,CFA 1792-920028 V1195,,
21515,F,Coonyham Calistoga,MCO n 22,...,TICA SBT 030804 041,21544,161619
21516,M,Coonyham Carmel of Cherry,MCO n 22,...,TICA SBT 040910 047,17304,21515
21517,M,Coonyham Casanova of Wistariantale,MCO as,14-05-2000,TICA SBT 051400 011,21534,192209
21518,F,Coonyham Cherokee,MCO n 22,03-04-1995,CFA 1745-993933,21408,174246
21519,M,Coonyham Cody,MCO n 09 22,25-05-1993,TICA SBT 052593 018,,
21520,F,Coonyham Dixie Chick,MCO n 09 22,01-08-1999,TICA SBT 080199 010,21564,21330
21521,M,Coonyham Don Quixote of Beau,MCO n 22,25-01-1996,CFA 1744-1061803 V0198,21541,192475
21522,M,Coonyham Durango,MCO n 22,22-04-1994,CA LO 95081100,21408,174246
21523,M,Coonyham Durango,MCO n 22,...,TICA SBT 042294 015,,
21524,M,Coonyham Flashfire,MCO d 09 22,...,CFA 9740-1225208,21564,21330
21525,F,Coonyham Galaxy of Wistariantale,MCO as 22,15-06-1996,WCF FIAF LO 3953,21387,21529
21526,M,Coonyham Gold Rush of Velvetjewels,MCO n 09 22,13-09-1998,CFA 1778-1227690 V1099,21565,21453
21527,M,Coonyham Granite of VelvetJewels,MCO n 09 22,...,CFA 1778-1134705,21564,21453
21528,M,Coonyham Hayward,MCO n 09 22,...,(CZ)CSCH LO 645/7/MCO,21544,161619
21529,F,Coonyham Indiglo,MCO as 22,17-05-1995,TICA SBT 051795 020,,
21530,M,Coonyham James Bond,MCO n 22,...,FFH LO 47162,126537,174246
21531,F,Coonyham Kericho of Masaitana,MCO n 22,...,CFA 1745-938871,,
21532,M,Coonyham Larede of Wyndhaven,MCO n 22,...,TICA SBT 043093 009,,
21533,M,Coonyham Laredo of Wynhaven,MCO n 22,30-04-1993,CFA 1744-867322 V0694,21318,174246
21534,M,Coonyham Lone Star,MCO n 09 22,30-12-1996,TICA SBT 123096 003,126537,192475
21535,F,Coonyham Malibu Girl of Degacoon,MCO n 09 22,...,TICA SBT 111101026,,
21536,F,Coonyham Melrose,MCO fs 22,08-12-2004,TICA SBT 120804 031,,
21537,F,Coonyham Mission Blue of Fogcity,MCO a,14-05-2000,TICA SBT 051400 012,21534,192209
21538,F,Coonyham Mokelumne of Argo,MCO n 22,22-12-1994,TICA SBT 122294 006,,
21539,F,Coonyham Napa of Dreamhunter,MCO n 09 22,06-06-1995,ÖVEK 9132,21564,192475
21540,F,Coonyham Natalie of Tuscaloosa,MCO n 09 22,17-11-2000,TICA SBT 111700 017,21534,21520
21541,M,Coonyham Navarro,MCO n 22,06-09-1993,TICA SBT 090693 003,154258,21563
21542,M,Coonyham Noah Brubaker,MCO n 22,...,1.DEKZV LO 257058,21534,21563
21543,F,Coonyham Polyanna of Kassaro,MCO n 09 22,08-04-1998,CFA 1779-1225209,21541,192475
21544,M,Coonyham Rough Rider,MCO n 09 22,...,TICA SBT 082298 008,21541,21557
21545,F,Coonyham Santa Fe of Pinecoon,MCO a 22,22-03-1997,TICA SBT 032297 029,,
21546,F,Coonyham Sara,MCO a 22,...,1.DEKZV 213468,,
21547,M,Coonyham Sheridan,MCO n 22,...,CFA 1744-877901,,
21548,M,Coonyham Silver Halide,MCO ns 22,14-05-2000,TICA SBT 051400 013,21534,192209
21549,F,Coonyham Sonoma,MCO n 22,03-06-1995,TICA SBT 060395 002,21541,
21550,F,Coonyham Spindrift of Wistaria,MCO a 22,...,WCF FIAF LO 7522,21403,21538
21551,M,Coonyham Sunny Peach of Monpti,MCO ds 22,20-07-2001,TICA SBT 072001 026,21548,155250
21552,M,"Coonyham Surfer Dude of XTC, DM",MCO n 22,27-08-1997,CFA 1744-1116965 V0998,21541,21518
21553,F,Coonyham Tallulah of Trutails,MCO n 09 22,...,CFA 1779-1275302,,
21554,F,Coonyham Tammany,MCO a 09 22,...,CFA 1793-1016811,21541,21453
21555,F,Coonyham Tequilla Sunrise,MCO f 22,...,CFA 1787-1040500,21564,4758
21556,M,Coonyham The King,MCO n 22,22-04-1994,FFH LO 42932,21408,174246
21557,F,Coonyham Trinity,MCO ns 09 22,...,TICA SBT 091696 024,,
21558,F,Coonyham Trooper of SaraJen,MCO f 09 22,...,CFA 1769-1134829,,
21559,M,Coonyham Vincent,MCO d 09 22,14-02-1995,CFA 1792-992386,21541,21330
21560,M,Coonyham Wrangler,MCO n 09 22,...,CA LO 970679,21564,192475
21561,M,Coonyham's Bonanza,MCO n 22,...,SRK LO 59937,21408,174246
21562,F,Coonyham's Chippewa,MCO a 22,...,SRK LO 61825,126537,192475
21563,F,Coonyham's Santana,MCO n 22,11-04-1992,CFA 1745-808757 V1293,167196,174246
21564,M,Coonyham's Sundance,MCO n 22,11-04-1992,TICA SBT 041192 001,167196,174246
21565,M,Coonyham's Sundance,MCO n 22,11-04-1992,CFA 1744-771855 V0893,,
21566,M,Coonyham's Wilbur,MCO a 09 22,06-06-1995,CFA 1792-1006823,21564,192475
21567,F,Coonyisle St. Pauli Girl of SaraJen,MCO ns,...,CFA 1735-1017887 V0996,,
21568,M,Cooper Gyldenløve DK,NFO ns 22,01-04-2004,FD LO 127224,288,26149
21569,M,Cooper Velvet Rose,MCO n 09,...,(PL)FPL LO 17216,133368,142553
21570,M,Cooper vom Turm Bergfried,MCO ds 09 23,28-04-2003,(D)DEKZV 338678,142577,5327
21571,F,Copacabana the Unicat,MCO n 23,...,KVL 95-216-0741-1,183754,151846
21572,F,Copacats Chanson of Kikicat,PER a 03,16-05-1985,CFA 0191-274211 V0787,9424,122135
21573,F,Copacats Chardonnay of Marhei,PER n,...,CFA 0109-430377 V0988,9424,21576
21574,F,Copacats Crushette of Johnorah,PER d,...,CFA 0111-759801 V0994,,
21575,F,Copacats Dancer,PER n,...,CFA 0109-218076 V1185,144699,135526
21576,F,Copacats Deva Devine,PER f,...,CFA 0147-287280 V0287,154796,21575
21577,M,Copacats Face the Music,PER n,...,CFA 0108-218075 V0186,144699,135526
21578,M,Copacats Freddy of Rosepuff,PER d 03,...,CFA 1192-331178 V0488,21577,122135
21579,M,"Copacats Marque O'Zorro of Cattrax, DM",PER n,07-06-1988,CFA 0108-481152 V0190,154779,21580
21580,F,Copacats V.I.P.,PER n,24-10-1986,CFA 0109-366084 V0988,9424,21576
21581,F,Copelia of Blue Silverstar DK,NFO n 09 23,27-03-1991,FD LO 62254,87000,8265
21582,F,Copenhagen Golden Alicia,BML x by 11,05-10-2001,FD RX 112441,127594,184524
21583,M,Copenhagen Golden Aramis,BML x ny 11,05-10-2001,FD RX 112438,127594,184524
21584,M,Copenhagen Golden Asterix,BML x ny 11,05-10-2001,FD RX 112439,127594,184524
21585,F,Copenhagen Golden Aurora,BML x ny 11,05-10-2001,FD RX 112440,127594,184524
21586,F,Copenhagen Golden Beauty,BML x ny 11,11-06-2002,FD RX 116519,127594,184524
21587,M,Copenhagen Golden Brandy,BML x ny 11,11-06-2002,FD RX 116518,127594,184524
21588,M,Copenhagen Golden Chablis,BML x by 11,08-07-2003,FD RX 122806,127594,4544
21589,M,Copenhagen Golden Chivas,BML x ny 11,08-07-2003,FD RX 122805,127594,4544
21590,F,Copenhagen Golden Delilah,BML x by 11,14-02-2004,FD RX 126348,5509,62589
21591,F,Copenhagen Golden Desdemona,BML x ny 11,14-02-2004,FD RX 126346,5509,62589
21592,M,Copenhagen Golden Dominique,BML x by 11,14-02-2004,FD RX 126349,5509,62589
21593,M,Copenhagen Golden Don Juan,BML x ny 11,14-02-2004,FD RX 126347,5509,62589
21594,F,Copenhagen Golden Eclair,BML x by 11,05-11-2005,FD RX 138050,127594,4544
21595,F,Copenhagen Golden Eliza,BML x by 11,05-11-2005,FD RX 138049,127594,4544
21596,M,Copenhagen Golden Erasmus,BML x by 11,05-11-2005,FD RX 138048,127594,4544
21597,F,Copenhagen Golden Feodora,BML x ny 11,08-11-2005,FD RX 138051,5509,62589
21598,M,Copenhagen Golden Figaro,BML x by 11,08-11-2005,FD RX 138052,5509,62589
21599,M,Copenhagen Golden Fuzzy,BML x by 11,08-11-2005,FD RX 138053,5509,62589
21600,M,Copenhagen Golden Garcon,BML x ny 11,16-11-2006,FD RX 144784,5509,62589
21601,F,Copenhagen Golden Goldie,BML x ny 11,16-11-2006,FD RX 144785,5509,62589
21602,F,Copenhagen Golden Gucci,BML x by 11,16-11-2006,FD RX 144783,5509,62589
21603,M,Copenhagen Golden Harley,BML ns 11,03-06-2007,FD RX 152465,5509,21597
21604,M,Copenhagen Golden Herbie,BML bs 11,03-06-2007,FD RX 152464,5509,21597
21605,F,Copenhagen Golden Jodie,BML x ny 11,30-08-2007,FD LO 153073,127594,62589
21606,F,Copenhagen Golden Jolie,BML x by 11,30-08-2007,FD LO 153075,127594,62589
21607,F,Copenhagen Golden Josie,BML x ny 11,30-08-2007,FD RX 153072,127594,62589
21608,F,Copenhagen Golden Joy,BML x by 11,30-08-2007,FD LO 153074,127594,62589
21609,M,Coper of Mobber DK,PER w 62,31-03-1992,FD LO 67023,193209,10180
21610,F,Co-Per-Ray Dandee Sandee,PER fs 11,...,CFA 0199-001434 V108,,
21611,F,Co-Per-Ray Gypsy Rose,PER f,...,CFA 0147-008797 V110,,
21612,F,Co-Per-Ray Margo,PER ds 11,...,CFA 0163-002083 V0881,,
21613,M,Co-Per-Ray Play Boy,PER ds 11,...,CFA 0162-001611 V111,,
21614,M,Co-Per-Ray Pride,PER ds 11,...,CFA 0162-002178 V0881,,
21615,M,Co-Per-Ray Sundown,PER ds 11,...,CFA 0162-078739 V1084,21614,21612
21616,F,Co-Per-Ray Twila,PER fs 22 62,...,CFA 1137-000019 V0981,21613,21611
21617,M,Copper von Rist(N),SBI n,...,NRR LO 115133,317,635
21618,M,Copperthite Crooked Belle (Crooke),SIA n,...,CFA 0272-1268136 V0300,,
21619,F,Copperthite Solitare of Klazeekats,SIA a,...,CFA 0277-1233689 V0500,,
21620,F,Copperthite's Liberty Belle,SIA a,31-01-2000,CFA 0277-1301456 V1001,21618,122181
21621,F,Coppertop Albasella,TUV d 62,...,GCCF CSSR 090678,2958,2328
21622,F,Coppertop Beyaz Cadi,TUV d 62,...,XX 1229,,
21623,F,Coppertop Gulgun,TUV d 62,...,GCCF CSREF 321376,,
21624,M,Coppertop Pasha,TUV d 62,...,GCCF CSSR 215052,2953,21621
21625,M,Coppins Benson,BRI ny 12,...,GCCF CSEXP 207166,175144,192267
21626,F,Coppins Bonnie Belle,BRI ny 12,...,GCCF CSEXP 243739,21625,175146
21627,F,Coppins Cassandra,BRI a,...,GCCF CSSR 181525,,
21628,F,Coppins Chanel,BRI a,...,GCCF CSSR 288175,122524,21627
21629,F,Coppins Chanels Allure,BRI a,...,GCCF CS 419012,,
21630,M,Coppins Change Maker,BRI a,...,GCCF CSSR 322648,131680,21631
21631,F,Coppins Claire,BRI a,...,GCCF CSSR 272812,21635,154961
21632,M,Coppins Cleverclogs,BRI a,...,GCCF CSSR 419013,1759,21628
21633,M,Coppins Clever's Son of the Lion King,BRI a,18-08-2000,NCT 2000.7517,21632,126894
21634,M,Coppins Copperfield,BRI a,...,GCCF CSSR 358994,1759,21639
21635,M,Coppins Corker,BRI a,...,GCCF CS 153757,20829,15746
21636,F,Coppins Crystal Tips,BRI ns 12,...,GCCF CSSR 168953,175144,192268
21637,M,Coppins Golddigger,BRI ny 12,...,GCCF CSEXP 251144,21638,21636
21638,M,Coppins Hedges,BRI ny 12,...,GCCF CSEXP 207167,175144,192267
21639,F,Coppins Lilliput,BRI as 24 62,...,GCCF CSEXP 220073,185850,21641
21640,F,Coppins Shady Sadie,BRI ns,...,GCCF CSSR 192347,185850,21641
21641,F,Coppins Silver Posie,BRI ns 24 62,...,GCCF CSSR 107121,192266,15746
21642,M,Coppins Toby Tat,BRI a 24,...,GCCF CSSR 254229,,
21643,F,Copy Ulalumë DK,MAN x a 03 23 ,17-08-1995,FD RX 10683,14692,183943
21644,M,Copy-Cat D.Grassetto DK,OSH n 23,10-08-1997,FD RX 12393,91107,131943
21645,F,Coquette Oriens-Mau,PER g 23,...,Missing Info (116),,
21646,F,Coquille's Winona,MCO g 22,...,ÖVEK LO 9609554,13495,21311
21647,F,Cora Chilla Sinklair,SBI a 21,05-07-1992,FD LO 68620,120267,133121
21648,F,Cora Doucet af Vendsyssel,PER j 24,19-04-1998,FD LO 94458,124716,135849
21649,F,Cora of Melampus,PER d,17-09-1982,FD LO 32463,147789,17176
21650,F,Cora v. Steineck,SIA w 67,...,GdK 809194-2,,
21651,M,Corabella Paddington,SBI n,16-12-2000,SVERAK LO 172423,183682,183679
21652,M,Coral Cluster's Klavertje Vier,PER ns 12,...,NLKV 85.3179,166317,2045
21653,F,Coral Cluster's Silver Faith,PER ns 11,...,NLKV 84.2807,,
21654,F,Coral Cluster's Silver Quivive,PER ns 12,...,NLKV 86.5287,183426,21653
21655,F,Coralcoon Dixie Peach,MCO f 23,...,GCCF CS 374558,131714,21656
21656,F,Coralcoon Eloise,MCO d 23,...,GCCF CS 335278,,
21657,F,Coralcoon Luci Tania,MCO fs 09 22,...,GCCF CS 395075,136826,21658
21658,F,Coralcoon Matilda,MCO ns 09 22,...,GCCF CS 263013,191189,191191
21659,M,Coralcoon Persimmon Pete,MCO d 22,...,GCCF CS 374562,131714,21656
21660,M,Coralee Jiffy Design of Starbourne,EXO n 33,01-09-1989,CFA 7672-576334 V0292,,
21661,F,Corali Dawn af Sriwijaya,ABY o,18-09-2004,FD LO 130468,166692,147533
21662,F,Cora-Terry's Daiquiri,SBI n 21,02-05-1988,FD RX 6571,21666,131190
21663,M,Cora-Terry's Etienne,SBI n,...,1.DEKZV 046251,,
21664,F,Cora-Terry's Isusu,SBI n,...,1.DEKZV 060475,21663,131190
21665,F,Cora-Terry's Mini,XLH n 22,...,1.DEKZV 130073,21667,131190
21666,M,Cora-Terry's Peewee,XLH n 22,...,1.DEKZV 130071,21667,131190
21667,M,Cora-Terry's Silver Shaky,PER ns 11,...,1.DEKZV 098181,175569,175572
21668,F,Cora-Terry's Silver-Lailee,PER ns 11,...,1.DEKZV LO 116250,175567,175572
21669,M,Corazon Legerepi,PER b 23,...,FFH LO 30025,13979,121583
21670,M,Corba von Høgh DK,PER ns 02 21 6,13-09-2000,FD LO 106942,23940,1126
21671,F,Cordelia Purrfection,BRI a,...,GCCF CS 177643,137296,150847
21672,M,Cordial's Romeo of Cabochards,PER d,...,CFA 0140-408411 V0888,135488,165566
21673,M,Cordurex All That Chazz,DRX c 09 32,...,CFA 2960-1273386,21675,21677
21674,F,Cordurex Cotton Ginny of Keniakats,DRX w,...,CFA 2901-917724 V0395,,
21675,M,Cordurex Francis Flambeau,DRX d 09,...,CFA 2960-1199892,,
21676,M,Cordurex Mighty Awesome,DRX d 23,...,CFA 1318849,,
21677,F,Cordurex Sensational Sherry,DRX g 24,...,CFA 2989-994037,,
21678,M,Corean van Pashirubon,PER ny 11,...,MU.L94.PER.105.1,127585,175268
21679,F,Corecat Suzy-Q of Salemcoon,MCO ns 22,...,CFA 1737-771828 V0293,19227,129035
21680,M,Corentin de la Ramee,CHA,...,(D)DEKZV 232361,130642,193744
21681,F,Corina af Dragsholm,PER f,09-05-1987,FD LO 47298,186994,188873
21682,F,Corinna Sai-Savart,SBI a,26-05-2010,(DK)FD RX 179326,133741,114383
21683,F,Corinna v. Haukeligrend,NFO n 25,...,WACC RVDE 01003974,159546,
21684,F,Corinne Iolanthe de Lynx,SIA n 21,...,1.DEKZV 028295,,
21685,F,Corinne Jaksa des Lionceaux,ABY o,08-06-1982,NCT 836447,,
21686,F,Corinne Mille Fleur de Lynx,SIA c 21,28-06-1990,FD LO 60459,3676,188065
21687,F,Corinth van Fundalik,MCO g 22,...,FE.L92.MCO.NL.24,,
21688,F,Cork Stevie Alyeska of Alyeskoons,MCO a 22,03-03-1991,TICA SBT 030391 014,24667,21691
21689,F,Cork's Agatha,MCO ns 11,...,CFA 1733-000007 V0582,,
21690,F,Cork's Arcadian Moon,MCO ns 11,19-06-1986,TICA O3T 061986 015,,
21691,F,Cork's Blue Whimsey,MCO a 22,14-02-1988,TICA SBT 021488 015,21692,21690
21692,M,Cork's Maximillian,MCO n 22,09-10-1984,TICA SBT 100984 011,,
21693,F,Corky af Jurian DK,PER a,21-06-1990,FD LO 59575,18981,161061
21694,M,Corleone av Oseberg(N),NFO a 09,...,NRR LO 63200,148594,698
21695,M,Corleone Doucet af Vendsyssel,PER a 22,19-04-1998,FD LO 94457,124716,135849
21696,F,"Cormani's Alexis-Finale, DM",SBI a,...,1.DEKZV LO 159941,3373,21703
21697,M,Cormani's Amoroso,SBI a,...,(D)DEKZV LO 293815,142393,21701
21698,M,Cormani's Bellissimo B.,...,...,1.DEKZV 192807,,
21699,M,Cormani's Blue Mr. Ed,SBI a,...,1.DEKZV LO 211998,21702,189130
21700,F,"Cormani's Carina, DM",SBI a,...,1.DEKZV 134067,3373,6238
21701,F,Cormani's Irma La Douce,SBI a,...,(D)DEKZV 259384,189125,118778
21702,M,Cormani's Joker B.,SBI a,...,1.DEKZV LO 182571,21704,21703
21703,F,Cormani's Milori Blue,SBI a,...,1.DEKZV LO 127279,,
21704,M,Cormani's Tabby-Tino,SBI a 21,...,1.DEKZV LO 168395,,
21705,F,Corn-Bred's Callista,CRX f 09,12-04-2005,CFA 0949-1534353 V0506,153822,165759
21706,M,Corn-Bred's Miniapple,CRX d 09 33,10-04-2006,SRK RX 90323,165763,21705
21707,F,Cornea Sabya,SOM o,...,CPKK 1/87/SO,126581,148724
21708,F,Cornelia af Misapotanien,BML as 11,03-01-1998,FD LO 92597,11335,107693
21709,F,Cornelia de St.Glinglin,SBI n,...,MU 8411,121881,134644
21710,M,Cornelius 07-10A,BRI a,25-03-2007,FD LO 152217,157411,69434
21711,M,Cornelius af Riget DK,ABY ns,07-06-2000,FD LO 105432,178061,157234
21712,M,Cornelius Rubin af Amadéras DK,MCO n,23-07-2003,FD LO 124341,52673,67223
21713,F,Corniche Country Girl,PER a,...,GCCF NS 091318,191143,3224
21714,M,Cornish Clas Neptun of Crescent Kat,CRX a,...,CFA 0906 1305934 V0802,163031,22094
21715,M,Cornwallis Ellington,PER b 33,...,GCCF NS 299710,,
21716,F,Cornwater Rhawnie,PER n,...,GCCF NS 172886,,
21717,F,Corolla z Basni,SIB n 09 23,...,SHKRP RX 0020,,
21718,M,Coromandel Blue Beau,SIA a,...,GCCF NS 011474,16775,194165
21719,F,Coronadocats Angel,MCO f 09 22,16-03-1991,TICA SBT 031691 004,,
21720,F,Coronadocats Devastator,MCO n 22,31-05-1992,TICA SBT 053192 013,149801,177153
21721,F,Coronadocats Flying Star,MCO n 22,27-05-1994,FD LO 79286,147126,21720
21722,M,Coronadocats Independence,MCO n 09 22,10-07-1994,TICA SBT 071094 007,,
21723,F,Coronadocats Molly,MCO es 09 22,01-03-1996,TICA SBT 030195 020,21924,21725
21724,F,Coronadocats Oprah,MCO f 09 23,13-09-1992,FD LO 70300,180720,142623
21725,F,Coronadocats Saratoga,MCO f 09 22,14-02-1994,TICA SBT 021494 008,164869,21719
21726,F,Coronadocats Sky Dancer of Edencoon,MCO fs 22,...,CFA 1785-784302,21924,153988
21727,F,CorrieMoillie of Bounty DK,RAG f 03,20-08-2007,FD LO 148912,67174,132648
21728,F,Corro's Darling Dolotschka,CRX a,...,SVERAK LO 49415,,
21729,F,Corsair's China Doll,PER g,...,CFA 0151-163054 V1183,,
21730,F,Corsican Mumtaz,BEN n 24,...,GCCF CSREF 263553,,
21731,F,Corsica's Alia of Grandaries,EXO d 23,...,CFA 7741M-806630 V0495,,
21732,M,Corsica's Batman,EXO n,...,CFA 7708-922227 V0695,,
21733,M,Corsica's Bonzo of Lucknow,EXO e 03 23,...,CFA 7754-1050134,,
21734,M,Corsica's Buckwheat of Jolee,PER n,...,NRR LO 27244,21738,21739
21735,M,Corsica's Buckwheat of Jolee,PER n,...,CFA 0108-134491 V1183,21738,21739
21736,M,Corsica's Casey of Eirewood,PER n,...,CFA 0108-159966 V0783,,
21737,M,Corsica's Count Cagliostro of Cam,PER n,...,CFA 0108-008228 V112,135182,21741
21738,M,Corsica's Curses of Skyway,PER n,...,CFA 0108-067685 V0882,135182,6006
21739,F,Corsica's Forget Me Not,PER n,...,CFA 0109-67684 V0584,135182,189521
21740,M,Corsica's Hitman of Masnpas,PER n,...,CFA 0108-009001 V112,,
21741,F,Corsica's Molasses of Theosu,PER n,...,CFA 0109-007058 V110,,
21742,M,Corsica's Mr Peepers of Uptop,EXO d 22,...,CFA 7740-1094789 V0298,21732,21731
21743,F,Corsica's Poka-Dot Pansy of Mistymint,PER f,...,CFA 0147-116379 V1182,,
21744,M,Corsica's Sunburst of Bardee,PER d,...,CFA 0110-005943 V1082,,
21745,F,Corsica's Watchamacallit,PER n,...,CFA 0109-009146 V0481,135182,132906
21746,F,Cortez Dark Secret,PER n,...,SVERAK LO 126159,13799,172929
21747,F,Cortez Fanny Girl,PER n 03 22,...,SVERAK LO 159325,145129,21753
21748,M,Cortez Harlekin Sund,PER n 02 62,...,SNRF P 4874,145129,168623
21749,F,Cortez La Dolce Vita,PER f,...,SNRF P 4615,,
21750,M,Cortez Little King,PER n 03,17-07-1999,SVERAK LO 170150,145129,21751
21751,F,Cortez Noomi,PER n,...,SNRF P 4954,145129,21749
21752,M,Cortez Ooh-I-Like-It,PER n 03,05-02-1998,SVERAK LO 169148,145129,172929
21753,F,Cortez Princess Trotler,PER n 03 23,...,SNRF P 4656,129973,168624
21754,F,Cortez Valentine,EXO f 02 21 62,...,NRR LO 130279,145129,145131
21755,F,Cortina Zielaki*PL,BRI g,...,(PL)FPL LO 2309,134265,14385
21756,M,Cortines Velvet Elvis,CRX n,...,CFA 0908-1209609 V0899,,
21757,M,Corvette Gyldenløve DK,NFO n 22,01-04-2004,FD LO 127222,288,26149
21758,F,Cosa Nostra's Corn Dolly,BRI e,...,SVERAK RX 45460,161802,125966
21759,F,Cosa v. Hassenstein,SBI n,...,1.DEKZV 007620,,
21760,F,Cosel v. Mägdebrunnen,SBI n,...,1.DEKZV LO 153901,,
21761,F,Cosima aus Ebbies Kemenate,ABY o,...,XX 600,,
21762,F,Cosima av Bekkenstein(N),SIA n,01-05-2005,FD LO 135891,312,143056
21763,F,Cosima Naryschkina*D,SIA w 67,09-05-1995,FD LO 80999,81782,5291
21764,F,Cosima v. Kaspersbruch,ABY n,23-09-1981,DRU 49316,,
21765,F,Cosima v.d. Lobau,SBI a,...,WCF DE 4004,162341,120988
21766,M,Cosimo de Ucla,PER ns 12,19-06-1986,FD LO 72229,5365,177880
21767,M,Cosimo v.d. Sannoschka,SIB ds 09 23,...,(DE)FELINA 09089886,133033,2875
21768,M,Cosimo von English Paradise,BRI ny 11,...,DE 27523 RIEX,,
21769,M,Cosimo-Cayenne vom Pharao*CH,DRX d,...,1.DEKZV 258467,,
21770,F,Cosina of Sarsen Stones,BRI ns 11,...,(DE)1.DEKZV LO 245098,163800,177989
21771,F,Coslinkar Grettle,CRX b 33,...,CATZ 61061-10175-1P,,
21772,M,Cosmic Creepus of Silver Blue DK,RUS,27-11-1990,FD LO 61606,4206,48107
21773,F,CosmicCarbon 99-49,MAN f 22 51,07-03-1999,FD RX 13526,12930,132313
21774,F,Cosmicoon Aries,MCO n 22,...,TICA SBT 082694 021,21777,191312
21775,F,Cosmicoon Mirabella of Willowplace,MCO ns 22,25-05-1993,TICA SBT 052593 019,174255,
21776,M,Cosmicoon Puddy Tat of Franmar,MCO ns 22,20-05-1993,CFA 1736-877140 V0395,,
21777,M,Cosmicoon Wily Willie G,MCO n 22,...,TICA SBT 052093 004,,
21778,M,Cosmo 09-17,MCO n 22,18-11-2008,FD LO 174462,145730,145308
21779,M,Cosmo á Schacht DK,PER n 33,12-03-1991,FD LO 63342,5474,193165
21780,M,Cosmo af Le-Cotonneu DK,PER n,18-07-2003,FD LO 122837,167394,130105
21781,M,Cosmo Canyon Coon DK,MCO n 09 23,29-07-1995,FD LO 82531,146176,12939
21782,M,Cosmo von Gott DK,SBI n,26-07-2001,FD LO 110833,66122,168009
21783,F,Cosmos Baby Jane,PER g,...,1.DEKZV 108392,21796,142769
21784,M,Cosmos Bazooka,PER n,...,FD LO 14680,177799,131371
21785,F,Cosmos Bonnie Blue,PER a,...,1.DEKZV 108394,6280,21783
21786,M,Cosmos Bonus,PER e,...,FD LO 14683,177799,131371
21787,M,Cosmos Crimson,PER d,04-08-1985,FD LO 41570,21805,162582
21788,F,Cosmos Dixie Dot,PER g 03,...,FD LO 27768,21790,132698
21789,F,Cosmos Doris Daisy,PER g,...,1.DEKZV LO 119259,162606,21797
21790,M,Cosmos Dynamite,PER n,...,FD LO 21405,21784,23829
21791,F,Cosmos Golliwog,PER n,20-02-1985,FD LO 39863,6280,162582
21792,F,Cosmos Jacqueline,PER a,...,FD LO 28965,21790,21800
21793,M,Cosmos James,PER a,...,FD LO 36550,162606,21792
21794,F,Cosmos Jessamine,PER f,23-05-1984,FD LO 36824,21796,142769
21795,F,Cosmos Joy in the Morning,PER a,...,FD LO 21402,21784,23829
21796,M,Cosmos Justin Case,PER n,...,FD LO 28967,21790,21800
21797,F,Cosmos Justine,PER f,...,FD LO 36823,21796,142769
21798,F,Cosmos Mayflower,PER g,...,FD LO 44079,162606,21797
21799,M,Cosmos Mr. Humble Pie,PER e,...,1.DEKZV 104942,21805,142769
21800,F,Cosmos Nightmary,PER n,...,FD LO 23510,21784,139262
21801,M,Cosmos Sir Anthony,PER n,...,FD LO 23836,176783,21802
21802,F,Cosmos Sweet Memory,PER n,...,FD LO 21403,21784,23829
21803,F,Cosmos Tiffany,PER w 62,...,FD LO 19794,176783,141228
21804,F,Cosmos Tootsie,PER f,...,FD LO 35819,21796,162582
21805,M,Cosmos Wonky Pooh,PER e,...,FD LO 33155,21790,162582
21806,F,Cosset Milika Katun of Pyramid,MAU ns 24,...,TICA SBT 081992 020,,
21807,M,Costa 11-25,SIA n,09-06-2011,(DK)FD LO 204406,139783,154353
21808,F,Cosy Coon's Alaska,MCO a 09 22,...,FE.L91.MCO.016.3,,
21809,F,Cosy Coon's Colourful Jewel,MCO f 22,...,FE.L88.MC.002.5,,
21810,F,Cosy Coon's Neneh,MCO as 22,...,FE.L94.MCO.036.4,128572,21808
21811,F,Cosy Coon's Onix,MCO n 09 22,...,FE.L89.MC.003.2,,
