ID,GENDER,NAME,EMS,DOB,REG,SIRE,DAM
887,M,(N)Mushanga Mr.Boombastic,PER n,07-10-1996,NRR LO 117252,168909,886
888,F,(N)Mushanga Peppermint,PER f,16-11-1997,SVERAK LO 151556,168909,886
889,M,(N)Mydele's Midas,MCO e 22,02-02-2005,NRR LO 141062,145655,154586
890,M,(N)Mydele's Moses,MCO d 22,02-02-2005,FD LO 133729,145655,154586
891,M,(N)Mydele's Odin,MCO n 09 24,22-01-2008,FD LO 176639,3112,154586
892,F,(N)Mykjåkatten's Bonita,NFO fs 09,24-02-2004,(N)NRR LO 137785,904,169261
893,M,(N)Mykjåkatten's Casanova,NFO d 09 22,04-08-2004,(SE)SVERAK LO 203929,904,169261
894,M,(N)Mykjåkatten's Hero,NFO a 09,...,(N)NRR LO 146091,170976,892
895,M,(N)Mykjåkatten's Isak,NFO w,11-06-2008,FD LO 175683,894,171
896,M,(N)Myrtekransen's Ariel,NFO w,...,NRR LO 148047,398,169
897,F,(N)Myrtekransen's Camelia,NFO w,16-04-2008,FD LO 172018,896,1212
898,M,(N)Myrtekransen's Constantin,NFO w 64,16-04-2008,FD LO 172019,896,1212
899,F,(N)Myrtekransen's Helene,NFO n 22,18-05-2010,(DK)FD LO 200406,48526,173819
900,F,(N)Mythos Klio,KOR,...,NRR LO 112702,192904,911
901,F,(N)Maalselven's Bonita,NFO d 09 23,...,NRR LO 62631,403,402
902,F,(N)Mårbakken's Therese,NFO f 09 23,...,SVERAK RX 153757,,
903,F,(N)Nakimo's Black Beauty,NFO n 09,...,NRR RX 55492,,
904,M,"(N)Nakimo's Bulbasaur, JW",NFO ns 09,14-10-2002,(NO)NRR LO 134190,174535,185500
905,M,(N)Nakimo's Dakota,NFO a 09,01-06-1997,NRR RX 119442,1044,903
906,F,(N)Nakimo's Eevee,NFO n 09,14-10-2002,SVERAK LO 186397,174535,185500
907,M,(N)Nakimo's Figaro,NFO n 24,...,NRR LO 125186,768,185500
908,F,"(N)Nakimo's Yasmine, DM",NFO n 09 22,07-03-2000,SVERAK LO 163733,907,999
909,M,(N)Nilsstra Jesper,NFO ns 25,...,NRR LO 61883,186998,169271
910,M,(N)Nilsstra Rasken,NFO n 25,02-06-1991,FD LO 65611,186998,169271
911,F,(N)Nin Frøya,KOR,...,NRR LO 5458,134417,161592
912,F,(N)Nin Lili,KOR,...,SRK LO 12905,140206,161592
913,M,(N)Norden's Amadeus,NFO d 23,...,NRR RX 54486,1217,1210
914,M,(N)Norden's Ceasar,NFO n 23,...,FHK K-635 K,1217,73
915,F,(N)Norden's Drott,NFO a 09 23,08-07-1990,FD LO 72017,1217,187122
916,M,(N)Norden's Frode,NFO d 22,...,NRR LO 61671,913,512
917,F,(N)NordicLynx's Touch of Magic,MCO fs 22,25-03-2006,(N)NRR LO 150393,142190,123100
918,M,(N)Nordlibakken's Castro Braveheart,NFO ns,15-02-2006,FD LO 142631,488,163820
919,M,(N)Nordlibakken's Egir,NFO ns 23,14-01-2007,(N)NRR LO 146703,171115,155616
920,F,(N)Nordlibakken's Esther,NFO ns 23,14-01-2007,FD LO 147642,171115,155616
921,F,(N)Norodden Dina,NFO n 09 25,11-10-1993,NRR LO 63026,909,1013
922,F,"(N)Norodden Dyveke, DM",NFO ns 25,...,NRR 63025,,
923,M,(N)Norodden Eirik Blødoks,NFO n 25,11-07-1995,NRR LO 114686,168258,921
924,M,(N)Norodden Halvdan Svarte,NFO ns,...,NRR LO 125515,923,147023
925,M,(N)Norodden Leo,NFO es 23,06-05-1988,FD RX 5862,929,186551
926,M,(N)Norodden Lodin,NFO es 09 23,...,NRR RX 52516,141445,179253
927,M,(N)Norodden Molte,NFO es 09 23,...,NRR RX 52515,141445,179253
928,F,(N)Norodden Ruska,NFO fs 03 24,20-09-2009,(DK)FD LO 200003,931,930
929,M,(N)Norodden Sylve,NFO ns 09 23,...,NRR RX 52147,141445,179253
930,F,(N)Norodden Tyri,NFO f 09 24,...,(N)NRR LO 150400,211,7112
931,M,(N)Norodden Ull,NFO ds 09 24,...,(N)NRR LO 151213,924,173533
932,F,(N)Norodden Yma,NFO fs 09 22,12-02-2011,(DK)FD LO 203740,931,930
933,F,(N)Nostetoppen's Paint It Red,MCO d 23,...,NRR LO 138729,170993,37026
934,F,(N)Nøstetoppen's Piccabo-Street,MCO f 23,29-06-2003,SVERAK LO 196304,170993,95
935,F,(N)Oliveroci's Bang-A-Boomerang,OCI o 24,24-06-2006,(S)SVERAK LO 225349,168584,1350
936,F,(N)Oliveroci's Ella,OCI ns 24,10-02-2007,FD LO 152555,119213,154857
937,M,(N)Ollendorff's Anton Berg,NFO n 09 22,12-08-1997,FD LO 94517,943,10955
938,M,(N)Ollendorff's Columbus,NFO d,...,NRR RX 54027,122214,190969
939,M,(N)Ollendorff's Darwin,NFO d 09,...,SRK RX 59059,173520,190969
940,F,(N)Ollendorff's Dione,NFO f 23,...,NRR LO 61632,173520,177036
941,M,(N)Ollendorff's Edison,NFO n 09 22,...,NRR LO 62695,173520,190969
942,M,(N)Ollendorff's Egil Skallagrimsson,NFO ns 09 23,...,(N)NRR LO 63488,168258,1278
943,M,(N)Ollendorff's Einstein,NFO d 09 23,...,NRR LO 62693,173520,190969
944,F,(N)Ollendorff's Frøia,NFO n 09 23,...,NRR RX 51867,187014,14768
945,F,(N)Ollendorff's Frøya,NFO a 09 23,...,NRR RX 51866,187014,14768
946,M,(N)Ollendorff's Fønix,NFO n 09 23,...,FD RX 4407,187014,14768
947,F,(N)Ollendorff's Huldra,NFO ns 22,...,NRR LO 63484,168258,1278
948,M,(N)Ollendorff's Larsen Special,NFO n 09 23,...,NRR LO 61634,173520,177036
949,M,(N)Ollendorff's Mefisto,NFO n 22,...,NRR LO 63174,941,10955
950,F,(N)Ollendorff's Nattens Dronning,NFO n 23,...,NRR LO 60734,159628,177036
951,F,(N)Ollendorff's Shani,NFO ns 23,...,NRR LO 62691,159621,177036
952,F,(N)Ollendorff's Svedske,NFO n,08-11-1996,FD LO 92650,163421,947
953,M,(N)Ollendorff's Tordenskjold,NFO n 09,...,SVERAK RX 103948,173077,190969
954,F,(N)Ollendorff's Turbo Pascalina,NFO n 09 22,...,NRR RX 53958,159617,944
955,F,(N)Ollendorff's Zuzuki,NFO a 09 23,...,NRR RX 52501,,
956,F,(N)Omaheni's Edina,BUR a,15-11-2000,FD LO 107763,1066,168278
957,M,(N)Omaheni's Elias,BUR b,...,NRR LO 129238,1066,168278
958,F,(N)Palmberg's Adele,SBI f 21,...,(NO)NRR LO 128232,170624,636
959,F,(N)Perfic's Blotched Bambina,BRI n 22,...,NRR LO 109655,141613,1353
960,M,(N)Perlemor's Brave Conan,SBI n 21,05-01-2005,FD LO 135148,170802,168638
961,F,(N)Perlemor's Delightful Lady,SBI c,...,(N)NRR LO 147036,170802,21
962,M,(N)Perlemor's Ever Lasting Beethoven,SBI c,...,(N)NRR LO 149260,168854,21
963,F,(N)Philipp's Angel Sirikit,SIA b 21,...,NRR LO 114709,,
964,M,(N)Philipp's Chiq,SIA b 21,29-11-1995,(S)SVERAK LO 166396,143051,115
965,M,(N)Philipp's Classic Charm,SIA n 21,...,NRR LO 126596,519,271
966,M,(N)Philipp's Classic Stingray,SIA n,12-03-1995,NRR LO 111852,23197,115
967,F,(N)Philipp's Liberty Bell,SIA n,12-03-1995,NRR LO 111849,23197,115
968,M,(N)Pontifex Aquila,DRX ns,18-02-2009,(DK)FD LO 200490,161310,24323
969,F,(N)Poten's Dizzy,NFO f 09 24,...,NRR LO 139405,167571,1036
970,F,(N)Poten's Dizzy,NFO f 09 24,25-07-2004,(NO)NRR LO 139405,167571,1036
971,F,(N)Purrbox Angel Eyes,PER g,...,NRR LO 105622,,
972,F,(N)Purrbox Baby Blue,PER a,17-04-1998,NRR LO 122730,136287,187191
973,M,(N)Purrbox Back in Black,PER n,23-04-2004,SVERAK LO 203828,142320,974
974,F,(N)Purrbox Charbonnie Blossom,PER n,...,NRR LO 125402,137110,976
975,F,(N)Purrbox Diva Line,PER f 22,03-04-1997,FD RX 12377,167738,174765
976,F,(N)Purrbox Fantasy,PER f 33,...,NRR LO 119537,,
977,M,(N)Purrbox Hallmark,PER d 33,03-06-1997,NRR LO 119539,136287,160923
978,F,(N)Purrbox Heatwave,PER f,24-05-1994,NRR LO 110285,136287,168870
979,F,(N)Purrbox Magic Melody,PER n 33,17-06-1997,FD LO 92480,181436,137112
980,F,(N)Purrbox Magic Spring NFS,PER n 33,...,NRR LO 115719,181436,137112
981,F,(N)Purrbox Olympia,PER w 62,08-07-1996,FD LO 91790,136287,187191
982,F,(N)Purrbox Spotlight,PER f,...,NRR LO 113073,137110,168870
983,M,(N)Purrbox Tablue,PER a 22,28-05-1997,NRR LO 119694,167738,174757
984,F,(N)Purrbox Topas,PER g 33,...,NRR LO 110289,,
985,M,(N)Purrbox Trendsetter,PER a 33,...,SVERAK LO 109548,124381,9647
986,M,(N)Purrbox Zach,PER n 22,25-02-1999,FD LO 101110,988,982
987,F,(N)Purrbox Zignature,PER n 21 33,24-03-1998,FD LO 96958,137110,174757
988,M,(N)Purrbox Zodiac,PER n 21 33,...,NRR LO 122215,137936,980
989,M,(N)Pågel's Apollon,SIA n 21,06-07-2000,SRK LO 24577,966,143054
990,M,(N)Påveskardet's Djengis Khan,NFO ds 09 23,...,NRR LO 117630,169817,172786
991,F,(N)Påveskardet's Fanny Rose,NFO n 09,...,(N)NRR LO 152342,171115,1390
992,F,(N)Påveskardet's Jesse Jo,NFO n,27-11-2010,(DK)FD LO 202497,172661,991
993,M,(N)Påveskardet's King Mancini,NFO n,...,NRR LO 123751,169817,172786
994,M,(N)Påveskardet's King Mancini,NFO n,...,Kat ID: 296602,169817,172786
995,M,(N)Påveskardet's King Mancint,NFO n,...,Kat ID: 285231,169817,172786
996,F,(N)Påveskardet's Linnea Rosé,NFO ns 09,15-10-1998,FD LO 98470,169817,172786
997,F,(N)Quinsy's Lacy,NFO n 09 24,07-12-1999,(N)NRR LO 126634,183808,998
998,F,(N)Quinsy's Lady Amy,NFO n 09 22,...,NRR LO 117352,,
999,F,(N)Quinsy's Lindy,NFO a 09 24,...,NRR LO 124293,183808,998
1000,M,(N)Qvasten's Amadeus,CRX n,...,(NO)NRR LO 6228,,
1001,M,(N)Rabbahsia's Bastian,NFO d 09 23,...,NRR LO 61161,57,58
1002,M,(N)Raga Samson,RAG n,...,NRR LO 117582,179930,164580
1003,M,(N)Raga Sokratess,RAG n,01-09-1998,SVERAK LO 154728,179930,164580
1004,M,(N)Ragedy's Divine Lotus,RAG a 04,...,(N)NRR LO 146444,181833,167406
1005,M,(N)Ragedy's Gee it's Ka'imi,RAG n 03,19-06-2007,(S)SVERAK RX 237685,1004,181834
1006,M,(N)Ragedy's Gee it's Nohea,RAG n 03,19-06-2007,(NO)NRR LO 148798,1004,181834
1007,M,(N)Ragedy's Jolly Good Michael,RAG n 03,14-06-2009,(SE)SVERAK LO 273679,1006,139585
1008,M,(N)Ragpaw's Amandus,RAG a 04,...,(N)NRR RX 116687,,
1009,F,(N)Ragpaw's Dolly,RAG a 03,...,(N)NRR LO 125354,,
1010,F,(N)Ragpaw's Felizia,RAG a 03,22-07-1999,(N)NRR LO 125995,1008,170530
1011,M,(N)Ragto's Arthur,RAG n,...,(N)NRR LO 130160,,
1012,F,(N)Rampejenta's Tale,NFO gs,...,NRR RX 126789,22474,252
1013,F,(N)Randvika's Anastasia,NFO n 24,...,NRR LO 61043,,
1014,F,(N)Ratøyen's A 'Zilla Star,MCO n 22,05-08-2000,NRR LO 128758,169991,83
1015,M,(N)Ratøyen's Boblikhof,MCO n 22,01-04-2001,NRR LO 130428,92,83
1016,M,(N)Ratøyen's Data Wirus,MCO n 22,09-12-2001,(S)SVERAK LO 180173,92,83
1017,M,(N)Ratøyen's Eggen,MCO n 22,17-12-2001,NRR LO 131774,92,1014
1018,F,(N)Ravnesåsen's Celine,NFO n 09 22,...,NRR RX 53014,,
1019,M,(N)Ravnesåsen's Chesno,NFO n 09 24,14-03-1991,FD RX 7832,1020,142296
1020,M,(N)Ravnesåsen's Chess,NFO n 09,...,NRR RX 53016,138623,174644
1021,F,(N)Ravnesåsen's Cleo,NFO n 22,...,NRR RX 53013,138623,174644
1022,F,(N)Ravnesåsen's Fia,NFO f 09,...,NRR RX 54352,1026,1028
1023,F,(N)Ravnesåsen's Flaming Carénina,NFO f 22,07-04-1991,FD RX 7833,1027,1021
1024,M,(N)Ravnesåsen's Gerald,NFO n 22,28-07-1991,FD RX 7830,1026,174644
1025,F,(N)Ravnesåsen's Gloria,NFO d 24,02-08-1991,FD RX 7831,1026,127657
1026,M,(N)Ravnesåsen's Guillian,NFO d 23,...,NRR RX 53011,155195,142296
1027,M,(N)Ravnesåsen's Leonardo,NFO d 09 23,...,NRR RX 54348,1026,127657
1028,F,(N)Ravnesåsen's Mie,NFO n 09 23,...,NRR RX 51892,126075,148535
1029,F,(N)Ravnesåsen's Rebecca,NFO f 09 23,...,NRR RX 52696,126075,177119
1030,F,(N)Ravnklo's Éowyn,NFO n 09 24,07-03-2002,NRR LO 132517,426,446
1031,F,(N)Ravnklo's Frøya,NFO f 02,...,(NO)NRR LO 138107,,
1032,M,(N)Ravnklo's Gwydion,NFO d 09 22,...,NRR LO 134259,,
1033,M,(N)Ravnklo's Munti,NFO d 23,07-03-2002,FD LO 115602,425,446
1034,M,(N)Ravnklo's Pippin,NFO d 09 23,07-03-2002,FD LO 115066,425,446
1035,M,(N)Ravnklo's Shanga,NFO n 09,23-01-2006,(SE)SVERAK LO 220730,762,1031
1036,F,(N)Ravnklo's Shiva,NFO f 09,15-03-2001,NRR LO 129995,426,446
1037,M,(N)Ravnklo's Tocho,NFO ns 22,15-11-2004,NRR LO 140030,23040,1030
1038,F,(N)Reliance's Angelic Zinfandel,RAG a 04,28-11-2004,(S)SVERAK LO 208245,163062,165988
1039,F,(N)Retina's All We Need is Love,SBI a,24-06-2008,(S)SVERAK LO 258623,298,299
1040,F,(N)Retina's Hot Stuff,SBI a,...,(N)NRR LO 141497,,
1041,M,(N)Retina's Wild At Heart,SBI a,17-04-2005,(N)NRR LO 141499,139994,22
1042,M,(N)Revelia's Athello,NFO f 09,...,NRR RX 54979,938,186133
1043,M,(N)Revelia's Chat Noir,NFO n 09,...,SVERAK RX 103949,938,185589
1044,M,(N)Revelia's Gaute,NFO n 09,...,NRR LO 111526,,
1045,F,(N)RGJ Cat's Flame of Passion,SBI c,10-05-2007,FD LO 149465,173394,1299
1046,F,(N)RGJ Cat's Glasha,KBL n 24,21-03-2008,(LV)CFCA RX 550,120957,8278
1047,F,(N)RGJ Cat's Gorislava,KBL n 24,21-03-2008,(N)NRR RX 151336,120957,8278
1048,M,(N)RGJ Cat's Jenisey,KBL n 09 23,05-12-2008,FD RX 156805,120957,123988
1049,F,(N)RGJ Cat's Konoplja,KBL n 24,14-12-2008,FD RX 156980,120957,8278
1050,F,(N)RGJ Cat's Marfusha,KBL f 09,22-06-2009,(DK)FD RX 158132,120957,123988
1051,F,(N)RGJ Cat's Mulatka,KBL n 09,...,(N)NRR RX 155915,120957,123988
1052,M,(N)RGJ Cat's Rasputnik,KBL ns 23,...,(N)NRR RX 161336,233,119762
1053,F,(N)RGJ Cat's Tryn-Trava,KBL ns 09,20-02-2011,(DK)FD LO 209299,233,1051
1054,M,(N)Rielte's Blue Elvis,ABY a,...,NRR LO 5299,21206,22181
1055,F,(N)Rielte's Blue Enzita,ABY a,...,NRR LO 5298,21206,22181
1056,M,(N)Rielte's Blå Gaute,ABY a,...,NRR LO 5763,22174,22181
1057,F,(N)Rielte's Blå Gina,ABY a,...,SVERAK LO 91408,,
1058,M,(N)Rielte's Fawn Emir,ABY p,...,NRR LO 5300,21206,22181
1059,F,(N)Rielte's Forest Queen,NFO f 09 23,...,NRR RX 55553,126065,178787
1060,F,(N)Rielte's Frida,ABY n,...,NRR LO 5598,1058,18022
1061,F,(N)Rielte's Iselin,ABY n,...,NRR LO 6139,112,22181
1062,F,(N)Rolvsrudskogen's Elvira,NFO n 09 23,12-02-2002,FD LO 119613,130560,423
1063,F,(N)Rosemoe's Ballerina,ABY n,28-01-1999,SVERAK LO 180850,184878,178913
1064,M,(N)Rosemoe's Blossom Chester,ABY a,07-02-1999,FD LO 103198,184897,1065
1065,F,(N)Rosemoe's Blossom Linnea,ABY a,...,NRR LO 121365,184867,178913
1066,M,(N)Rumba's Brown Tornado,BUR n,...,NRR LO 123818,179900,661
1067,M,(N)Ruskekatten's Donald Duck,NFO ns 22,...,(NO)NRR LO 154156,134045,776
1068,F,(N)Røverdatter's Bendektine,NFO f,02-11-1990,FD RX 7797,938,1022
1069,F,(N)Røverdatter's Charlotte,NFO d,02-11-1990,FD RX 7798,938,1022
1070,F,(N)Røverdatter's Cinderella,NFO d,...,NRR RX 55095,938,1022
1071,M,(N)Røverdatter's Fernando,NFO d 09 23,07-11-1990,FD LO 65972,155195,186570
1072,F,"(N)Røverdatter's Fia, DM",NFO fs 09 23,...,NRR RX 53918,159615,170836
1073,F,(N)Røverdatter's Minni,NFO ns,...,FFH RX 10699,128258,125621
1074,F,(N)Røverdatter's Roxette,NFO ns,...,NRR RX 54190,,
1075,M,(N)Røyskatten's Aron King,NFO n 23,...,NRR RX 53556,165656,183166
1076,F,(N)Sacred Spirit's Charisa,MCO a,04-01-2006,(S)SVERAK LO 225888,1287,816
1077,F,(N)Saimara's Agape,SIA h,03-09-1990,FD LO 93065,1078,159096
1078,M,(N)Saimara's I'm Your Man,SIA d,...,NRR LO 5289,164073,159096
1079,M,(N)Sambucus Baste,SOM n,01-02-1996,NRR LO 116775,222,125
1080,M,(N)Saros Mr. Moonlight,MCO n 22,...,(N)NRR LO 133562,,
1081,F,(N)Saros Penny Lane,MCO n 22,15-07-2002,FD LO 118955,42630,568
1082,F,(N)Satyr's Aramina,NFO fs 09 22,...,NRR LO 129915,167589,2243
1083,M,(N)Satyr's Arion,NFO ns 09 23,22-11-1999,NRR LO 126672,167589,2243
1084,F,(N)Satyr's Basta,NFO n 09 24,...,NRR LO 136720,10945,168848
1085,M,(N)Satyr's Buster,NFO d 22,...,NRR RX 112438,,
1086,F,(N)Satyr's Cassandra,NFO f 09 23,30-05-1996,NRR LO 116629,1438,2243
1087,F,(N)Satyr's Chadé,NFO n,...,NRR RX 53721,155195,19291
1088,M,(N)Satyr's Checker,NFO n 09,06-08-1991,FD LO 69489,185441,1087
1089,F,(N)Satyr's Chera,NFO n,...,NRR LO 61900,185441,1087
1090,F,(N)Satyr's Cherry,NFO f 22,...,NRR LO 124046,,
1091,M,(N)Satyr's King Arthur,NFO n 22,...,NRR LO 61462,,
1092,M,(N)Satyr's Magnus,NFO d 22,09-04-2000,NRR LO 127393,167589,1090
1093,M,(N)Satyr's Nils Oscar,NFO n 09 23,...,NRR LO 141576,775,1084
1094,M,(N)Satyr's Pesétass,NFO a 23,...,SVERAK RX 87199,,
1095,M,(N)Satyr's Philip,NFO ds 09 22,...,NRR LO 133035,167589,137060
1096,F,(N)Satyr's Rosalin,NFO fs 09 22,...,NRR LO 130341,1083,137060
1097,M,(N)Satyr's Sir Lancelot,NFO ns 23,...,1.DEKZV 166690,,
1098,F,(N)Sawat's Kirilin,KOR,03-12-1991,FD LO 69510,167846,649
1099,M,(N)Schillerstrøm Feropont,RUS,...,NRR LO 141375,122915,1100
1100,F,(N)Schillerstrøm Geiza,RUS,22-06-2001,NRR LO 131035,158421,6438
1101,M,(N)Sea Cat's Brilliant Face,PER n 23,13-01-1996,NRR LO 114816,167733,1102
1102,F,(N)Sea Cat's Charming Carmen,PER f,...,NRR LO 108207,,
1103,F,(N)Sea Cat's Hard To Humble,PER f,24-04-1994,NRR LO 110136,13806,13849
1104,M,(N)Sea Cat's Honey Bear,PER n,24-04-1994,NRR LO 110139,13806,13849
1105,F,(N)Sea Cat's Number One,PER n,...,NRR LO 110829,,
1106,F,(N)Sembskogen's Litagod,NFO n 09,...,NRR LO 118153,,
1107,F,(N)Sembskogen's Nala,NFO n 24,...,NRR LO 116499,,
1108,F,(N)Sensational Nefertiti of Obsession,PER g,31-03-2006,FD LO 144079,181487,693
1109,M,(N)Serex Rocky Horrorshow,PER n 33,...,NKN LH 544,,
1110,F,(N)Seterdal's Blue Sunshine,SBI a,...,(N)NRR LO 151971,168287,1361
1111,F,(N)Shadyhim's A Sight For Sore Eyes,BUR a,...,NRR LO 130884,133420,1112
1112,F,(N)Shadyhim's Bluetiful Blue,BUR a,20-12-1998,NRR LO 124098,160,130776
1113,M,(N)Sigma's Batman,BRI n,...,NRR LO 101850,,
1114,F,(N)Sigma's Kala,BRI n,...,NRR LO 126025,,
1115,M,(N)Sijtara's Chandler,PER d 33,31-07-1996,DNI LH 2080,258,124382
1116,F,(N)Silvanus Bailén,MCO g 22,...,NRR LO 137796,168940,731
1117,F,(N)Silvanus Benissa,MCO n 22,...,(N)NRR LO 137794,168940,731
1118,F,(N)Simichrija's Donna K For Stargate,PER n 02 62,20-06-2011,(DK)FD LO 215266,1189,1186
1119,M,(N)Simi's Sasson Rami,SBI c,28-10-2001,SVERAK LO 179554,167963,173407
1120,F,(N)Simkan's Illusion,SIA a,...,(N)NRR LO 134230,18739,169246
1121,F,(N)Simkan's Tamara,SIA c,...,NRR LO 144493,146755,1120
1122,F,(N)Sinornatas Lady-Di,SIA n,05-05-1999,NRR LO 125573,966,167372
1123,F,(N)Sinornatas Libertine,SIA b 21,07-03-2002,NRR LO 132605,166826,631
1124,M,(N)Sirena's Melik,TUA ds,20-06-2008,(N)NRR LO 152314,170781,170972
1125,M,(N)Sirena's Patrick Swayze,TUA ns 24,...,(N)NRR LO 158089,1124,174131
1126,F,(N)Sjitara's Betty Boop,PER fs 03 22,10-04-1999,FD LO 106938,69,1127
1127,F,(N)Sjitara's Charon,PER fs 03 22,...,NRR LO 124322,1384,168753
1128,F,(N)Skaugumåsen's Athene,NFO ns 22,...,NRR LO 143756,1037,175877
1129,M,"(N)Skaugumåsen's Tigergutt, DVM",NFO ns 23,20-06-2008,FD LO 173323,173564,1128
1130,M,(N)Skaujenta's Dovre,NFO d 09 22,26-10-2004,(S)SVERAK LO 205648,904,486
1131,M,(N)Skaujenta's Dreng,NFO ds 03 22,26-10-2004,SVERAK LO 206497,904,486
1132,M,(N)Skaujenta's Dreng,NFO ds 22,...,(S)SVERAK LO 206497,,
1133,M,(N)Skaujenta's Einunn,NFO ns 09 22,19-05-2012,(DK)FD LO 211840,1138,1139
1134,M,(N)Skaujenta's Iver,NFO n 22,04-04-2007,(N)NRR LO 148055,133150,172895
1135,F,(N)Skaujenta's Nanna,NFO g 09,27-08-2008,(N)NRR LO 153576,1134,173599
1136,F,(N)Skaujenta's Oda,NFO n 09 24,26-10-2008,FD LO 175026,835,172895
1137,F,(N)Skaujenta's Olaug Oline,NFO n 09 22,...,(N)NRR LO 153595,835,172895
1138,M,(N)Skaujenta's Vemund,NFO ds 11,...,(NO)NRR LO 159837,109085,167618
1139,F,(N)Skaujenta's Yr,NFO fs 09,...,(NO)NRR LO 159859,170207,1135
1140,F,(N)Skaujenta's Æsa,NFO fs 24,01-08-2010,(DK)FD LO 201747,109085,1395
1141,M,(N)Skjerpetunets Lurifaks,NFO n 09 23,...,NRR LO 60361,186585,131893
1142,F,(N)Skogfiolen's Christalle Chanel,BRI w 62,10-10-2004,FD LO 132383,24433,170809
1143,M,(N)Skrivernatten's Linus,NFO ns 24,...,(N)NRR LO 144462,10945,173649
1144,F,(N)Slettmos My Beautiful Reward,SBI n 21,...,(N)NRR LO 153810,176439,842
1145,F,(N)Sloratoppens Amanda,NFO f 23,...,NRR RX 56034,129,1070
1146,M,(N)Sloratoppen's Bajas,NFO ds 23,...,NRR LO 117187,942,1070
1147,M,(N)Sloratoppen's Brutus,NFO e 09 23,...,(N)NRR RX 120474,129,1070
1148,M,(N)Sloratoppen's Hannibal,NFO d 09 23,18-10-1994,FD RX 10278,129,1070
1149,F,(N)Slåttsveen's Silver Celina,BRI ns 22 62,17-09-1998,NRR LO 123409,175231,141617
1150,F,(N)Smallville's Cassia,OCI b 24,...,NRR LO 136403,186462,169784
1151,F,(N)Smallville's Eisha,OCI o 24,07-10-2004,FD LO 131819,170197,1150
1152,F,(N)Smia's Aurora,NFO n 09 23,...,NRR LO 62918,9065,175874
1153,F,(N)Smia's Prinsesse Fatima,NFO ns 09 23,...,NRR LO 112329,137067,175864
1154,F,(N)Smia's White Princess Bianca,NFO w,...,NRR LO 63016,9065,175864
1155,M,(N)Solefall Bacchus,OCI a 24,...,NRR LO 133738,171235,169578
1156,F,(N)Solefall Badi,OCI n 24,...,NRR LO 133740,171235,169578
1157,F,"(N)Solefall Carla, DM",OCI b 24,17-07-2003,FD LO 123944,169782,169578
1158,F,(N)Solefall Dina,OCI a 24,08-11-2003,FD LO 125347,171701,1156
1159,F,(N)Somara's Nacoma,PER n,29-05-1996,FD LO 87464,173641,173643
1160,M,(N)Somara's Philipp,PER d,09-05-1997,NRR LO 119038,162424,168882
1161,F,(N)Somara's Pocahonta's,PER n 33,...,NRR LO 116122,173641,173643
1162,F,(N)Somara's Vita,PER f 33,...,NRR LO 121256,162424,1161
1163,M,(N)Spellbound's Fakir,MCO ns,...,(N)NRR LO 143809,1216,131711
1164,M,(N)Spellbound's Legolas,MCO ns 22,10-10-2007,FD LO 170982,1163,213
1165,F,(N)St.Hallvard's Julia Hopsasa,SIA c,18-01-2009,FD RX 157881,181021,148606
1166,F,(N)Stalusan Anziera,PER g,...,SVERAK LO 155925,,
1167,F,(N)Stargate's 2 Love and 2 Hold,PER g 03,02-10-2013,(DK)FD LO 216038,179962,170894
1168,M,(N)Stargate's Alex,PER n 01 62,20-03-2013,(DK)FD LO 214723,179962,169815
1169,F,(N)Stargate's Alice,PER g 03,20-03-2013,(DK)FD LO 214722,179962,169815
1170,F,(N)Stargate's All About Love,PER g 01 62,20-03-2013,(DK)FD LO 214721,179962,169815
1171,F,(N)Stargate's Amanda,PER f,01-07-2013,(DK)FD LO 216025,186317,186320
1172,F,(N)Stargate's Andrine,PER w 62,01-07-2013,(DK)FD LO 216024,186317,186320
1173,F,"(N)Stargate's Aquilles of TerWe's, JW",PER d 03,19-11-2005,(N)NRR LO 143473,181378,1200
1174,F,(N)Stargate's Autoria,EXO d 02 62,14-06-2013,(DK)FD LO 216022,179962,147717
1175,M,(N)Stargate's Baileys,EXO e 03,30-08-2013,(DK)FD LO 216029,181373,147715
1176,M,(N)Stargate's Bandit,PER e 02 62,30-08-2013,(DK)FD LO 216028,181373,147715
1177,F,(N)Stargate's Beyoncè,EXO g 03,30-08-2013,(DK)FD LO 216026,181373,147715
1178,M,(N)Stargate's Big Kiss,EXO e 02 62,30-08-2013,(DK)FD LO 216027,181373,147715
1179,F,"(N)Stargate's Black Hole, DM",PER n,...,(S)SVERAK LO 173678,457,455
1180,M,(N)Stargate's Blues,EXO a 03,30-08-2013,(DK)FD LO 216030,181373,147715
1181,M,(N)Stargate's Cartier,PER n 02 21 62,...,(SE)SVERAK LO 260739,1584,181385
1182,M,(N)Stargate's Celeborn,PER n 01 62,02-10-2013,(DK)FD LO 216040,179962,170894
1183,M,(N)Stargate's Clark,PER n 01 62,19-09-2013,(DK)FD LO 216037,179962,1194
1184,M,(N)Stargate's Clown,PER d 02 62,28-02-2013,(DK)FD LO 214720,179962,449
1185,M,(N)Stargate's Collin,PER n 01 62,02-10-2013,(DK)FD LO 216039,179962,170894
1186,F,(N)Stargate's Drama Queen,PER f 02 62,...,(N)NRR LO 148109,13740,117879
1187,M,(N)Stargate's Good Connection,PER n 03,08-04-2007,(N)NRR LO 148105,13740,181385
