ID,GENDER,NAME,EMS,DOB,REG,SIRE,DAM
1956,M,Action Carlo af Clipper,NFO n 09 22,10-03-2001,FD LO 108575,51946,43979
1957,M,Action Cat's A Eagle Rock,MCO ns,...,Kat ID: 332496,,
1958,M,Action Cat's A Eagle Rock,MCO ns,...,Kat ID: 332677,,
1959,F,Action vom Rococo Schloss,SBI f,...,1.DEKZV RX 107395,135009,186363
1960,M,Activity's Terantino of Abristine,BUR d,...,CFA 1510-1231089 V0299,,
1961,M,Acton Bell Felis Jubatus,NFO w,...,FD RX 5916,,
1962,M,Actor of Gøgsig DK,BUR d,26-12-1997,FD LO 93174,3444,74318
1963,F,Acushla Fleur,PER g 33,...,GCCF NS 191399,,
1964,M,Acushla Intrigue,PER d 33,...,GCCF NS 259107,182010,1963
1965,M,Ad Vent van Plezier,DRX n 23,...,MU.R89.RD.FE.058,131237,120582
1966,F,Adagio 00-159,SBI h,27-10-2000,FD LO 106463,172118,158222
1967,M,Adagio Con Amore af Grystenshus DK,SOM o,05-02-1997,FD RX 11745,96024,95987
1968,M,Adagio von Barkentin DK,EXO d 33,06-07-2002,FD LO 116841,155090,163728
1969,M,Adaire Grecian Prince,PER w 62,...,CCCA NSWCFA (N) 71896,1970,11600
1970,M,Adaire Sir Galahad,PER a,...,CCCA NSWCFA (N) 51896,1971,19016
1971,M,Adaire Valentino,PER a,...,GCCF NS 038721,159077,118850
1972,F,A-Daisymay,RAG n,...,CA RX 90122403,,
1973,F,Adajan Saffron Strands,SIA j,...,GCCF CSREF 438595,,
1974,M,Adajan Shimergalahad,BAL e,...,CA LO 0111620,,
1975,F,Adajan Starburst,BAL b,...,GCCF CSSR 538217,177113,1973
1976,M,Adam,MAN n 03 53,...,FD 1410 K,,
1977,M,Adam 08-70,SBI a,05-06-2008,FD LO 172882,150734,45996
1978,M,Adam 08-93,PER n 03,22-05-2008,FD LO 155461,158747,4261
1979,M,Adam 09-07,MCO w,14-12-2007,FD RX 174389,58900,10538
1980,M,Adam af Donnerup,PER ns 12,06-06-1993,FD LO 72513,14533,23765
1981,M,Adam af Granhaven,ABY o,...,FD 21491,23434,120035
1982,M,Adam af Mellemgaard,SIA a,30-04-1991,FD LO 63367,174434,174465
1983,M,Adam af Skogåsen,NFO n 09 23,...,NRR RX 51783,,
1984,M,Adam af Storbank DK,PER n 21 33,11-04-1988,FD LO 51030,151482,17525
1985,M,Adam Anaxonamun,SPH n 03,...,(RUS)MOSKVA 5111E-02/SPH,,
1986,M,Adam Crazy Cat,SIB ns 09 22,...,BCC-9728/SIB,1933,175848
1987,M,Adam of Magicat DK,BUR b,09-09-2001,FD LO 111861,13883,26772
1988,M,Adam Para Mi,PER n 21 33,08-03-2001,FD LO 108700,40259,81392
1989,M,Adam Sus af Thy,BUR n,26-03-1992,FD LO 66706,139899,12474
1990,M,Adam Ærendal DK,ABY n,...,FD LO 41613,137798,2033
1991,F,Adamas' Alette,PER e 03,17-07-1986,FD LO 45191,2008,127554
1992,F,Adamas' Amlet,PER e,...,FD LO 45192,2008,127554
1993,M,Adamas' Balloo,PER d,...,FD LO 29994,183077,127554
1994,F,Adamas' Bolett,PER g 01 62,17-07-1991,FD LO 64480,125726,125752
1995,M,Adamas' Brutus,PER a 03,23-04-1987,FD LO 46926,2008,2018
1996,F,Adamas' Cherie,PER g 02 62,17-03-1991,FD LO 62914,125726,125752
1997,F,Adamas' Daisie,PER w 63,20-09-1990,FD RX 6900,125776,125794
1998,F,Adamas' Daisy,PER g 03,08-05-1990,FD RX 6639,125776,1991
1999,F,Adamas' Do-Do,PER g,08-05-1990,FD RX 6641,125776,1991
2000,M,Adamas' Domino,PER e 02 62,08-05-1990,FD RX 6640,125776,1991
2001,M,Adamas' Dumas,PER e 03,...,FD LO 31469,125748,127554
2002,M,Adamas' Dupont I,PER w 62,20-08-1988,FD RX 5610,182465,188846
2003,F,Adamas' Felicia,PER g 03,...,FD LO 32062,125748,9282
2004,M,Adamas' Gismo,PER e 03,30-08-1991,FD RX 7679,125726,125794
2005,M,Adamas' Hanibal,PER e 03,26-09-1990,FD LO 61153,181745,1991
2006,F,Adamas' Happy,PER g,...,FD LO 33298,6448,139581
2007,M,Adamas' Hermes,PER c 03,28-03-1991,FD RX 7182,16268,138539
2008,M,Adamas' Isidor,PER e 03,...,FD LO 34188,125748,183141
2009,M,Adamas' Joakim,PER e 03,30-08-1991,FD RX 7678,125726,125794
2010,F,Adamas' Joy,PER e 02 62,17-07-1991,FD LO 64479,125726,125752
2011,F,Adamas' Malou,PER g,26-09-1990,FD LO 61157,181745,1991
2012,F,Adamas' Mathieu,PER h,28-03-1991,FD RX 7185,16268,138539
2013,M,Adamas' Mathou,PER e,04-06-1987,FD LO 47976,155820,188846
2014,M,Adamas' Memory,PER e,04-06-1987,FD LO 47975,155820,188846
2015,F,Adamas' Miracle,PER w 62,04-06-1987,FD LO 47974,155820,188846
2016,F,Adamas' Misse,PER n 03,06-07-1983,FD LO 35090,125748,139581
2017,M,Adamas' Napoleon,PER w 63,20-09-1990,FD RX 6899,125776,125794
2018,F,Adamas' Omia,PER a 03,...,FD LO 36900,125748,183141
2019,M,Adamas' Pussi,PER e 03,26-09-1990,FD LO 61154,181745,1991
2020,F,Adamas' Queen,PER j,28-03-1991,FD RX 7184,16268,138539
2021,F,Adamas' Rosalia,PER w 63,20-09-1990,FD RX 6901,125776,125794
2022,F,Adamas' Teresa,PER e 03,30-08-1991,FD RX 7680,125726,125794
2023,F,Adamas' Ursula,PER fs,...,FD RX 3959,149595,149715
2024,M,Adamas' Valentino,PER e,26-09-1990,FD LO 61155,181745,1991
2025,M,Adamas' Van Gogh,PER b 03,28-03-1991,FD RX 7181,16268,138539
2026,F,Adamas' Whitney,PER g 03,26-09-1990,FD LO 61156,181745,1991
2027,M,Adamas' Wisky,PER e 03,...,FD LO 39009,2008,127554
2028,M,Adamas' Zorro,PER b,28-03-1991,FD RX 7183,16268,138539
2029,M,Adamo van Sherazad,OSH b,...,NHS AK 50.380,6759,8092
2030,M,Adams,BUR e,...,MC 66/96-BUR,122846,119111
2031,F,Adams Family's Anastasia,BUR g,...,CFCA.LO.0017,2030,123289
2032,F,Adamsin Alterglans of Boleyn,PER d 33,...,CFA 3279-1049780,123303,
2033,F,Adana af Doshisha,ABY n,...,FD LO 37727,3045,182137
2034,F,Adante af Carmen Rosita DK,PER f,...,FD LO 50691,149021,125577
2035,F,Adara Ewjatar*PL,MCO w 61,...,(PL)SHKRP LO 14227,,
2036,F,Adassa of Forest Angel,KBL ds 22,...,UA.FAU.01.94468.11,120264,156247
2037,M,Adatesh Witchypuss Spider,DRX ns 22,05-03-2008,(SE)SVERAK RX 247776,175344,192269
2038,M,Adcinlo Redmond O'Rorke,MCO ds 24,27-08-2002,(GB)GCCF CS 628616,11014,126193
2039,F,Adcinsh Kruzinkal Weemaddi,BRI h 33,...,(GB)GCCF CS 623924,15478,150350
2040,M,Adcinsh Snowmagic,SNO n 05,...,GCCF CSREF 628746,20978,20975
2041,M,Adcock Praise of Jenwilli,PER ns 12,...,CFA 0130-055844 V0682,130280,24416
2042,M,Adcock Purrsoo Boy,PER ns 12,...,GCCF NS 271798,192298,130284
2043,F,Adcock Purrsoo Princess,PER ns 12,...,GCCF NS 271797,,
2044,F,Adcock's Little Celebrity,PER ns 11,...,CFA 0133-012242,,
2045,F,Adcock's New Creation of Coral Cluster,PER ns 12,...,CFA 0131-198145,,
2046,F,Adcock's Rejoice of Jenwilli,PER ns 12,...,CFA 0131-058377 V0883,192188,2044
2047,F,Adda Kitzekoetz,PER d 22,...,1.DEKZV LO 012069,,
2048,M,Addeiam Allthat Jazz,SIA n,...,GCCF CS 196171,183165,126904
2049,F,Addeiam Satu,BAL n,...,GCCF CSSR 193144,,
2050,F,Addeiam Seafood Sandwich,SIA f,14-06-1991,GCCF CS 201262,177413,188357
2051,F,Addeiam Sealedwithakiss,SIA f,...,GCCF CS 194252,181504,160617
2052,F,Addeibu Brown Nerina,BUR n,...,GCCF CS 223750,,
2053,F,Addeilo Cameow Coquette,SBI g 21,...,GCCF CSSR 216006,2056,135817
2054,F,Addeilo Elvira,SBI n,20-09-1992,FD RX 12625,162483,153364
2055,F,Addeilo Gismo,RAG n 04,...,(GB)GCCF CS 217873 REF,,
2056,M,Addeilo Jasper Carat,SBI e,...,GCCF CSEXP 194529,,
2057,F,Addeilo Katja,NFO n 09 23,...,GCCF CSEXP 209592,186534,183820
2058,F,Addeilo Ladyloocie,MCO f 09,...,GCCF CSEXP 201991,,
2059,F,Addeilo Paxmerelulu,TUV d 62,...,GCCF CS 214586,,
2060,M,Addeilo Red Astair,MCO d 09 22,...,SVERAK RX 89657,2205,163363
2061,M,Addeilo Reddi Teddigo,RAG n 04,...,(GB)GCCF CS 210366 EXP,,
2062,M,Addeilo Rishabhas Red,SBI d,...,GCCF CSEXP 198025,,
2063,M,Addeilo Romay Tassle,SBI n,...,GCCF CSREF 207931,,
2064,F,Addeish Burbonbelle,BRI b 33,...,GCCF CSSR 205042,176700,13701
2065,M,Addeish Cream Surprize,BRI e,...,GCCF CSSR 224943,182033,182032
2066,F,Addeish Katerina,OLH bs 11,...,GCCF CSEXP 223378,143589,185255
2067,F,Addeish Lizette,OSH b,...,GCCF CSREF 196895,,
2068,M,Addeish Raffles,OLH ps 22,...,GCCF CSEXP 220781,,
2069,F,Addeish Tansy Fae,BRI a,...,GCCF CS 213555,181127,23952
2070,M,Addeish Wild Atheart,BEN n 24,...,GCCF CS 220022,181862,127362
2071,F,Addi 08-71,SBI a,05-06-2008,FD LO 172883,150734,45996
2072,M,Addis Canyon Coon DK,MCO n 09 22,07-11-1990,FD LO 61457,128417,1677
2073,F,Addison 96-16,MCO a 22,28-02-1996,FD LO 84542,110865,29037
2074,F,Addy af Quisten DK,PER e,20-06-1992,FD LO 67850,51451,19944
2075,M,Adecish Snowshoo Idris,SNO n 05,...,GCCF CSEXP 769224,20978,12357
2076,M,"A'Dejavu Alwaro*PL, JW",MCO n 09 22,...,CSCH LO 110/3/MCO,97619,140655
2077,F,"Adel, JW",SIA j,...,(LV)CFCA LO 0744,144930,144935
2078,F,Adela 06-092,BML ns 11,03-12-2006,FD LO 144857,113193,76250
2079,F,Adela Devonreni*PL,DRX h 09 32,...,(PL)FPL LO 6284,22372,130513
2080,F,Adelante van de Achilleshof,ABY o,...,FE.L84.AB.050.2,23334,5208
2081,F,Adele af Agersnap,PER f 33,...,FD 17583,158514,4276
2082,F,Adele af Ellebæk,PER c,...,FD LO 52948,186491,24217
2083,F,Adele von Udindare,ABY n,21-01-1987,1.DEKZV LO 120903,192576,155678
2084,F,Adelie av Karitzy,BAL n 21,...,SVERAK LO 125154,,
2085,F,Adelina Patti Felis Audax DK,NFO n 09,29-09-1996,FD LO 87763,12910,156900
2086,F,Adeline 93-174,PER f 03,11-08-1993,FD LO 72726,70295,120294
2087,F,Adeline of the Booted Tomcat,PER a 33,...,1.DEKZV LO 109367,,
2088,F,Adeline z Bochova,RUS,...,CPKK 3/83/RM,,
2089,F,Adell af Stensgård,PER a,18-06-1987,FD LO 48524,155506,148725
2090,F,Adell af Stensgård,PER n 33,...,FD LO 30122,181440,4388
2091,F,Adelrunde von Hairless Wisper,SPH a 21,...,RKVNRV 990372,193182,150748
2092,F,Adelsa Svolvaer,NFO ns 09,...,SNVK 95-07-141HL,119935,192277
2093,M,Adelweis Hercules of Graukatz,PER w 62,...,CFA 0102-471176,,
2094,F,Adelweis Preshus Moment of Graukatz,PER w 62,...,CFA 0103-346132,,
2095,F,"Adelwies Flash Dance, DM",PER f,...,CFA 0147-272419 V1086,,
2096,F,Adelwies Preshus Moment of Joart,PER w 62,...,CFA 0103-346132 V1087,,
2097,F,Adelwies Samantha of Kiikatz,PER f,...,CFA 0147-592077 V0691,,
2098,M,Adelwies Shoot the Moon of Susfur,PER w 62,...,CFA 0102-345286 V0388,177096,2095
2099,M,Adelwin van Moustache,SBI n,...,FE.R87.HB.061.1,8725,177301
2100,F,Adelwise 24 Karat of Davian,PER d 22,...,CFA 0141-202213 V0186,139587,2101
2101,F,"Adelwise Easi-To-Be-Me, DM",PER w 62,...,CFA 0103-112968 V0883,,
2102,F,Adene Kempes DK,SBI n,08-12-1992,FD LO 70032,119481,40054
2103,F,Adentam Kindofmagic,SIA c,...,GCCF CS 411270,166855,2161
2104,F,Adentam Pousecafemonalisa,SIA n,...,GCCF CS 405281,,
2105,M,Adentbu Chocolate Sleeper,BUR b,...,(S)SVERAK LO 153759,,
2106,M,Adentsh Clydenboy Cimeroe,OSH b,...,GCCF CSSR 394265,,
2107,F,Adentsh Daisy Pawshe,SIN non n 25 3,...,GCCF CSEXP 390180,119093,2321
2108,F,Adentsh Frosted Everest,BEN n 22 33,...,GCCF CSEXP 402672,11181,119231
2109,F,Adeta Kleopatra,SPH f,...,(LV)CFCA RX 203,184131,119108
2110,M,Adfuram Caramac Lad,SIA a,...,GCCF CSSR 574685,2488,2455
2111,F,Adfurbu Kennbury Tehraz,BUR c,...,GCCF CS 575408,121661,2222
2112,F,Adfurlo Milana Purrfic,SBI n,...,GCCF CS 580834,,
2113,F,Adfurlo Tikka Sunsetmirage,MCO fs 09 22,...,GCCF CS 590011,137684,192813
2114,F,Adfursh Brunnera,SNO a 05,...,GCCF CSREF 577611,,
2115,M,Adfursh Christofur Brown,SIN non n 25 3,...,GCCF CSSR 587336,162270,154810
2116,F,Adfursh Countessababella,BRI c 33,...,(GB)GCCF CSSR 575638,190673,2238
2117,M,Adfursh First Pioneer,BRI ns 12,08-06-2004,SVERAK RX 216260,15479,184361
2118,M,Adfursh Theodore Golddust,BEN n 24,17-06-2003,SVERAK RX 196830,123930,180896
2119,M,Adhajon's Ah-Ha,ABY n,08-06-1978,CFA 0380-005533,,
2120,F,Adhajon's Eraca of Nepenthes,ABY n,26-05-1982,CFA 0381-123192 V1183,2119,155662
2121,F,Adhiram Chakatak Chiara,SIA g,...,GCCF CS 289583,164913,176137
2122,M,Adhirlo Cosi Fantutte,SBI n,...,(GB)GCCF CS 310881,,
2123,M,Adhirlo Harlequinshamrock,SBI n 21,...,GCCFI SR 771,165948,136159
2124,F,Adhirlo Mirabella,RAG a,...,GCCF CSEXP 320570,161028,23965
2125,M,Adhirlo Mistir Merle,PER a,...,GCCF CS 293060,141707,3478
2126,F,Adhirsh Amour,DRX ds,...,GCCF CS 145287,156767,124211
2127,F,Adhirsh Erindoors,BRI n 03,...,CA RX 960017,2312,2313
2128,F,Adhirsh Llandarautumnglo,BEN n 24,...,GCCF CS 315473,,
2129,F,Adhirsh Peaches Melba,DRX d 22,...,GCCF CSSR 289540,,
2130,M,Adhirsh Schwartakitty,BRI a,...,GCCF CSSR 313880,131677,190703
2131,F,Adhirsh Sotishoes Onlyone,BRI n,...,(GB)GCCF CSSR 304076,,
2132,F,Adhirsh Typhastari Laydie,BEN n 24,...,GCCF CSREF 294912,24193,151106
2133,M,Adhirsh Zanzibar Zebbedee,BRI ns 24 62,...,GCCF CS 304384,134243,2316
2134,F,Adhuibu Cecielia,BUR c,...,GCCF CS 142223,,
2135,F,Adhuilo Angora,SBI a 21,...,GCCF CSEXP 133899,,
2136,F,Adhuilo Byblis Calantha,SBI n,...,GCCF CSSR 126242,,
2137,M,Adhuilo Chandella Dougall,RAG b 03,...,GCCF CSEXP 139780,,
2138,F,Adhuilo Daisymay,RAG n,...,GCCF CSEXP 144397,161041,2215
2139,F,Adhuilo Fie Fliby,MCO g 09,...,GCCF CSEXP 149005,,
2140,M,Adhuilo Ingamar,SBI a,...,NRR LO 61697,14030,167004
2141,F,Adhuilo Malia,SBI b,...,GCCF CSEXP 149023,177307,2202
2142,F,Adhuilo Memories Atdawn,PER e,...,GCCF CS 149348,,
2143,F,Adhuilo Pageant Parade,SBI n,...,GCCF CSSR 139217,142516,12935
2144,F,Adhuilo Tamsin,SBI a,...,GCCF CSSR 132362,,
2145,F,Adhuilo Zonilla,SBI b,...,GCCF CSEXP 149022,,
2146,F,Adhuish Alefeles Topaz,SOM os,...,GCCF CSEXP 145730,183651,15697
2147,F,Adhuish Endimione Yacinth,SOM a,...,FFF RX 21344,,
2148,F,Adhuish Gentle Touch,BRI a,...,GCCF CS 129990,,
2149,F,Adhuish Golden Delicious,OCI n 24,...,GCCF 156340,,
2150,M,Adhuish Horus,SPH n 09,...,GCCF CSREF 146532,135199,130122
2151,M,Adhuish Kursaal,BRI c,...,GCCF CSEXP 149160,132115,132118
2152,M,Adiah Roquefort of Highgaitpaws,ABY a,06-07-2008,CFA 0384-1670974,134754,130871
2153,M,Adidas Guhle DK,PER n 22,03-06-1997,FD LO 90525,3318,165469
2154,F,Adie 07-16,NFO d 23,19-03-2007,FD LO 146901,65626,109010
2155,F,Adie af Nadudvari DK,PER n,22-04-1993,FD LO 71663,171670,190079
2156,F,Adilé de Saint Glinglin,TUA g,...,SVERAK LO 139281,7200,128950
2157,F,Adina av Faleegaard,NFO fs 23,...,(N)NRR LO 122438,,
2158,F,Adina de la Rose du Japon,SBI f,...,FE.R87.HB.NL.10,187177,156202
2159,F,Adinnam Mariko,BAL h,...,GCCF CSSR 252212,,
2160,F,Adinnam Nigatsu,BAL j,...,1.DEKZV 221957,,
2161,F,Adinnam Shamy Annie,SIA c,...,GCCF CS 242207,140538,2334
2162,F,Adinnlo Arbaybi,RAG n,...,GCCF CS 246756 EXP,,
2163,M,Adinnlo Bananarama,SBI d,...,GCCF CSSR 236243,179220,159571
2164,F,Adinnlo Blue Yousee,SBI a,...,SVERAK LO 121465,,
2165,F,Adinnlo Cliopatra Chorale,SBI c,...,GCCF CSSR 238330,133909,136424
2166,F,Adinnlo Corshca,SBI a,...,GCCF CSSR 255645,135814,124801
2167,F,Adinnlo Martinica,MCO f 23,...,SVERAK RX 125245,181151,181152
2168,F,Adinnlo Pepetalapugh,PER n 03,...,GCCF CS 240119,134520,150273
2169,M,Adinnlo Petillu Timothy,RAG n 03,...,GCCF CS 225320 EXP,,
2170,F,Adinnlo Petilluezmirelda,RAG a 04,...,GCCF CSEXP 257658,,
2171,F,Adinnsh Ambie,BRI a,...,GCCF CS 229072,,
2172,M,Adinnsh Cochee,BEN n 24,...,GCCF CSREF 255878,151114,165325
2173,F,Adinnsh Emma,BRI a,...,GCCF CSSR 239115,151926,2171
2174,F,Adinnsh Hollie Mallow,BRI a,...,GCCF CS 253626,131664,2069
2175,M,Adinnsh Moortimanan,BEN n 24,...,GCCF CSEXP 255137,,
2176,M,Adinnsh Nirvana Knight,OSH n,...,GCCF CSSR 226148,127232,15209
2177,F,Adinnsh Silver Dusk,BEN n 24,...,GCCF CSREF 243903,,
2178,F,Adinnsh Tiffitumbles,BEN n 24,...,GCCF CSREF 255138,16483,2177
2179,M,Adinnsh Typhathunderstorm,BEN n 24,...,GCCF REF 255135,,
2180,M,Adios Amigo Necamé DK,PER ns 11,06-06-2000,FD LO 104823,1405,33827
2181,M,Adivbu Bronze Zinnia,BUR n,...,GCCF CS 046331,,
2182,F,Adiveam Lucylocket,SIA n,...,GCCF NS 318717,124116,177011
2183,F,Adiveam Snow Berry,SIA c,07-06-1987,FD LO 50382,124079,191501
2184,F,Adivelo Fascination,SBI n,...,GCCF CS 034761,,
2185,M,Adivelo Kaba,SBI b,...,SVERAK LO 57675,177306,189442
2186,M,Adivelo Navanwe,TUV d 62,...,SVERAK LO 57549,136974,18374
2187,F,Adivelo Shwechinthe Lilas,SBI c,...,GCCF CS 043208,,
2188,F,Adivelo Ultra Chic,PER g,...,GCCF CS 032505,,
2189,M,Adivesh Contented Amoroso,ABY n,...,GCCF CS 050177,21210,183355
2190,F,Adivesh Daisy,BRI n 03,...,GCCF CSREF 024849,,
2191,F,Adivesh Felicity,BRI f,...,GCCF CSREF 034381,2333,2190
2192,F,Adivesh Geminga Andromeda,ABY a,...,GCCF CSSR 032292,122402,166141
2193,F,Adivesh Lacy,ABY x c,...,GCCF CSEXP 042320,143490,185439
2194,M,Adivesh Lofta,OSH c,...,GCCF CS 034118,175728,158529
2195,F,Adivesh Vaudevillenicola,OSH bs 24,...,GCCF CSEXP 043910,127201,185609
2196,F,Adivesh Yetipaws Selleena,SOM n,...,GCCF CSSR 045289,160002,193124
2197,F,Adixiam Amathyst,SIA f,...,GCCF CS 053258,124116,130166
2198,F,Adixibu Kizmet Bluedream,BUR a,...,GCCF CS 078362,137033,2327
2199,F,Adixilo Amyvalentina,SBI n,...,GCCF CS 086813,,
2200,F,Adixilo Cora Cum,TUV d 62,...,GCCF CS 062188,,
2201,M,Adixilo Glenholland,SBI b,...,SVERAK LO 82634,2360,189440
2202,F,Adixilo Honesty,SBI a,...,GCCF CSSR 061763,,
2203,F,Adixilo Liling,SBI c,...,FE.R88.HB.GB.25,177282,2330
2204,M,Adixilo Neebsahh,TUV e 62,...,GCCF CSEXP 076363,,
2205,M,Adixilo Sylvester,MCO n 22,...,GCCF CSEXP 061766,,
2206,M,Adixilo Zebedee,SBI a,...,FE.R88.HB.GB.10,2360,2330
2207,F,Adixio Camilla,TUV d 62,...,XX 1230,,
2208,M,Adixish Clyde,SOM o,...,SACR SR 25311,155687,2196
2209,M,Adixish Talisman,BRI c,...,GCCF CSEXP 072451,132115,132118
2210,F,Adixish Wyndham Diana,OSH ns 24,...,GCCF CSEXP 053844,4024,2195
2211,M,Adjaba of Gøgsig DK,BUR e,22-07-2008,FD LO 155305,70866,64596
2212,F,Adkrilo Camenbert,RAG n,...,GCCF CSREF 118266,160029,160028
2213,M,Adkrilo Crunchie,RAG n,...,GCCF CSREF 118263,160029,160028
2214,M,Adkrilo Guiness St. Patrick,SBI n,...,SRK LO 50742,,
2215,F,Adkrilo Ragdolly,RAG n,...,GCCF CSREF 118268,160025,160024
2216,F,Adkrilo van Kumis Kutjing,SBI n 21,...,1.DEKZV RX 235342,,
2217,F,Adkrish Frederika Joctan,ABY n,...,GCCF CS 091582,1849,124651
2218,F,Adkrish Mary Contarie,OLH os,...,Kat ID: 211353,,
2219,F,Adkrish Mary Contarie,OLH os,...,Kat ID: 275211,,
2220,F,Adkrish Sorbet,BRI w 62,...,GCCF CS 092085,175204,19304
2221,F,Admewam Beauwhite Coco,SIA c,...,GCCF CSSR 525824,2488,2455
2222,F,Admewbu Mistyview Syringa,BUR c,...,GCCF CS 534674,137104,2225
2223,F,Admewlo Gayemaudi Tess,SBI n,...,(GB)GCCF CS 529180,159706,118722
2224,M,Admewsh Samsonmaximus,BRI d,27-09-2002,FD RX 118766,133340,185274
2225,F,Admilbu Kishka,BUR c,...,GCCF CS 460438,,
2226,M,Admillo Chuasiri Yaramaz,TUV n 62,...,GCCF CSSR 463749,2807,2809
2227,F,Admilsh Euniki Cetrona,SPH f 09 21,...,GCCF CSREF 466225,,
2228,F,Admirable's Funky Punky,PER g 03,13-04-2007,CFA 0119-1599710 V0509,183731,147708
2229,M,Admirable's Moritz,PER d 03,25-05-2009,CFA 1110-1683451 V0611,149986,2228
2230,M,Admirable's Oskar,PER d 03,12-11-2010,(DK)FD LO 204347,2229,147694
2231,M,Admiral Matroskin of Barrayar*EST,KBS n 24,...,(RU)ARCCA RX 15850,,
2232,M,Admiral Matrosskin Barrayar,KBS n 24,...,(RUS)AB-043/KBT/2002,140496,179738
2233,M,Admiral v. Schneider Felis Jubatus,NFO n 09,01-01-2001,ASFE 3289,165515,136712
2234,F,Admiration of Kandis Be Beauperfield DK,PER ns 11,08-07-2001,FD LO 109931,38498,133342
2235,M,Admonam Gallant Charlie,SIA e,...,GCCF CSSR 486217,160618,153687
2236,F,Admonam Mae Li,BAL b,...,GCCF CS 502182,,
2237,M,Admonam Young Spartacus,SIA e,...,1.DEKZV 289472,160618,153687
2238,F,Admonsh Tutti Frutti,BRI f 33,...,(GB)GCCF CSSR 509798,,
2239,M,Admontem Schurimuri,MCO n 22,...,TICA SBT 101003006,2240,183920
2240,M,Admontem's Lucky Charm,MCO w 62,...,TICA SBT 120900 005,144381,2241
2241,F,Admontem's Snowdrop,MCO w,...,TICA SBT 1121595 025,,
2242,M,AdnanBey v. Ueskuedarsaray,TUA w 63,...,XX 184,,
2243,F,A'dokka av Calif,NFO f 09 23,...,NRR LO 62561,136937,163645
2244,M,Adolf För Anuendelsen.BK,DSP d 21,...,(EST)CATO 018,161000,130510
2245,M,Adolf Guzzilina DK,BRI a,07-07-1996,FD LO 86709,160841,175126
2246,M,Adomis 93-156,EXO a 22,10-07-1993,FD RX 8977,61080,61070
2247,M,Adonai du Maoucha,SBI n,...,FFF LO 38774,,
2248,F,Adoneam Anastasia Alice,BAL n,...,GCCF SRNS 216102,,
2249,F,Adoneam Blue Angel,SIA g,24-06-1983,FD LO 35377,182491,175577
2250,F,Adoneam Pru Pendal,SIA n,...,GCCF NS 205495,,
2251,M,Adoneam Sweet Musicman,BAL a,...,GCCF EX 155052,,
2252,F,Adonebu Chocolate Princess,BUR b,...,XX 1007,,
2253,M,Adonelo Marshmallow Mist,PER ns 12,...,CFA 0130-192459 V0185,,
2254,F,Adonelo Minella Otem,SBI n,...,GCCF NS 230477,,
2255,M,Adonelo Toon,SBI a,...,GCCF NS 227847,7602,163938
2256,F,Adonesh Bahu,KOR,...,GCCF NS 214068,,
2257,M,Adonesh Endymion,CRX bs,...,GCCF SRNS 120388,21248,167107
2258,F,Adonesh Metou Pwii,ABY n,...,GCCF NS 214736,,
2259,F,Adonesh Rea Ripple,OSH b,...,GCCF SRNS 120386,165707,
2260,F,Adonesh Silver Snowflake,ABY ns,...,GCCF EX 65256,,
2261,F,Adonesh Tara Blueshoes,BRI a,...,GCCF NS 215702,118435,137765
2262,M,Adonesh Tuf Tom,BRI a,...,GCCF NS 220332,126352,134710
2263,M,Adonesh Vanstart Peter,BRI n 03,...,GCCF RE 245381,,
2264,M,Adonis 05-30,NFO n 23,12-04-2005,FD LO 133714,82620,158210
2265,M,Adonis 08-22,MCO d 22,17-11-2007,FD LO 170302,12942,80553
2266,M,Adonis 08-87,BUR n,02-08-2008,FD LO 155341,168612,70830
2267,M,Adonis 09-22,OSH n,12-11-2008,FD LO 156401,170084,67526
2268,M,Adonis 90-88,PER e 03,18-06-1990,FD LO 59799,4158,176599
2269,M,Adonis 91-83,PER d 22,30-04-1991,FD RX 7402,12715,120744
2270,M,Adonis 92-74,SOM n,15-06-1992,FD LO 67707,123247,61478
2271,M,Adonis 93-125,PER a 03 22,07-05-1993,FD RX 8961,56284,16589
2272,M,Adonis 93-130,BUR c,19-06-1993,FD LO 72602,9159,11563
2273,F,Adonis af Bajang,SIA a,22-04-2001,FD LO 109474,156421,156438
2274,M,Adonis af Danish Delight DK,NFO n 09,14-06-1992,FD LO 67893,109136,78612
2275,M,Adonis af Kagsaa DK,PER d 33,17-05-1991,FD LO 63569,3845,152528
2276,M,Adonis af Neferkare DK,ABY o,14-08-1997,FD LO 91407,137741,148437
2277,M,Adonis af Reedtz,PER a 22,27-06-1994,FD RX 9848,19860,136881
2278,M,Adonis af Rolandska DK,PER d,20-08-1996,FD LO 87017,55130,144325
2279,M,Adonis af Tanita DK,PER a 33,10-07-1990,FD LO 60213,18824,50698
2280,M,Adonis de La Val,PER c 33,13-06-1990,FD LO 59910,166687,147307
2281,M,Adonis des 3 Continents,BRI a,...,FE.L80.EK.B.04,183710,141273
2282,M,Adonis Felis Audax DK,NFO d 23,11-03-2000,FD LO 103364,120197,16360
2283,M,Adonis II of Kin Wa Lu,MCO d 23,...,WCF DE 6634,2286,129548
2284,M,Adonis of MaineHouse DK,MCO n 22,18-10-2000,FD LO 106986,145529,61756
2285,M,Adonis of Red Sharivary,SOM o,26-09-2007,FD LO 153642,164606,136704
2286,M,Adonis of Romandow,MCO d 23,...,IMCCC 3MC261290-5666,16421,135971
